,run,epoch,loss,train_accuracy,epoch duration,run duration,test_accuracy,total parameters,lr,batch_size,momentum,weight_decay,p,num_drop_layers,pretrained
175,6,26,0.000442612,1,40.95863152,1876.170304,0.9009,11181642,0.001,32,0.9,0.001,0.2,1,"[True, 'all']"
176,6,27,0.000429447,1,40.99017239,1949.493036,0.8993,11181642,0.001,32,0.9,0.001,0.2,1,"[True, 'all']"
177,6,28,0.000324464,1,40.9226985,2022.752281,0.9036,11181642,0.001,32,0.9,0.001,0.2,1,"[True, 'all']"
178,6,29,0.000291457,1,40.93814421,2095.98409,0.9016,11181642,0.001,32,0.9,0.001,0.2,1,"[True, 'all']"
179,6,30,0.000382234,1,40.95545745,2169.151508,0.9035,11181642,0.001,32,0.9,0.001,0.2,1,"[True, 'all']"
180,7,1,1.358651255,0.5512,42.02861023,43.52064848,0.6862,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
181,7,2,0.740900273,0.7484,40.99548483,116.7849174,0.7243,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
182,7,3,0.438670811,0.8468,40.99689698,190.0884285,0.7597,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
183,7,4,0.303396214,0.8944,40.9948051,263.3320339,0.8273,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
184,7,5,0.23716581,0.919,41.01672316,336.6165819,0.7751,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
185,7,6,0.161861843,0.942,41.00595331,409.9271998,0.7877,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
186,7,7,0.138319874,0.949,41.0210166,483.2698069,0.8619,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
187,7,8,0.08767775,0.9678,41.02152443,556.6072621,0.8574,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
188,7,9,0.082079764,0.9698,41.05582452,630.1480529,0.8677,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
189,7,10,0.031011136,0.9892,41.05327463,703.5987144,0.8931,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
190,7,11,0.033307417,0.9896,41.03537059,777.2179463,0.8824,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
191,7,12,0.023469394,0.992,41.02062631,850.8551984,0.8791,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
192,7,13,0.026138229,0.9908,41.029526,924.1962764,0.8994,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
193,7,14,0.009781485,0.9976,40.99057555,997.7707453,0.8898,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
194,7,15,0.005232761,0.9982,41.03928566,1071.036873,0.8962,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
195,7,16,0.002075387,0.9998,41.0465281,1144.310642,0.899,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
196,7,17,0.000890977,1,41.05511618,1217.673369,0.8987,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
197,7,18,0.000603545,1,41.06092954,1291.173629,0.8996,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
198,7,19,0.000382561,1,41.08208251,1364.535387,0.9021,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
199,7,20,0.000478255,1,41.0438652,1437.874882,0.8992,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
200,7,21,0.000518671,1,41.00669909,1511.141306,0.8988,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
201,7,22,0.000456455,1,41.03124285,1584.353125,0.9014,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
202,7,23,0.00079101,1,41.00810647,1657.735679,0.8981,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
203,7,24,0.000391013,1,41.042027,1731.080836,0.9027,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
204,7,25,0.000407471,1,41.02146339,1804.401809,0.8993,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
205,7,26,0.00028253,1,40.97858334,1877.575319,0.9015,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
206,7,27,0.000331544,1,41.03444386,1951.144782,0.9009,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
207,7,28,0.000275533,1,41.02797842,2024.529885,0.9012,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
208,7,29,0.000326044,1,41.0427177,2097.812412,0.9015,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
209,7,30,0.000347508,1,41.06738758,2171.678217,0.9045,11181642,0.001,32,0.9,0.001,0.2,2,"[True, 'all']"
210,8,1,1.472278317,0.4994,42.25218034,43.9501195,0.7211,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
211,8,2,0.791720974,0.7264,41.10785103,117.5929575,0.6141,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
212,8,3,0.476565262,0.8374,41.16872644,191.2209063,0.7356,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
213,8,4,0.346122462,0.8846,41.14900827,264.8480575,0.8243,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
214,8,5,0.261498348,0.9086,41.17052746,338.3720901,0.835,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
215,8,6,0.237792203,0.917,41.20045924,411.8851631,0.822,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
216,8,7,0.171758444,0.9398,41.13222957,485.5010326,0.8247,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
217,8,8,0.131215228,0.9512,41.13030863,558.943918,0.816,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
218,8,9,0.100118745,0.9678,41.1532402,632.5284567,0.8448,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
219,8,10,0.065328272,0.976,41.10111356,706.0009999,0.8802,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
220,8,11,0.04789863,0.9834,41.15327716,779.5217836,0.876,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
221,8,12,0.042039461,0.985,41.15247464,853.1494393,0.8551,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
222,8,13,0.049594634,0.9834,41.17630696,926.8548577,0.8627,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
223,8,14,0.036265993,0.9876,41.20484185,1000.419414,0.8848,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
224,8,15,0.012380411,0.997,41.17492247,1073.919914,0.8888,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
225,8,16,0.014595047,0.9962,41.20619488,1147.402853,0.8862,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
226,8,17,0.00925883,0.9964,41.17681932,1220.955075,0.8857,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
227,8,18,0.014039067,0.9954,41.15806627,1294.61306,0.8846,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
228,8,19,0.022486666,0.9922,41.20258927,1368.485668,0.8764,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
229,8,20,0.045189308,0.9864,41.1662674,1442.140625,0.8869,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
230,8,21,0.010423613,0.9964,41.1654377,1515.690185,0.8696,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
231,8,22,0.007291777,0.9986,41.19735289,1589.344764,0.8884,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
232,8,23,0.002650827,0.9998,41.21781945,1662.904889,0.8945,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
233,8,24,0.001920729,0.9998,41.24312878,1736.706963,0.8965,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
234,8,25,0.0085612,0.9964,41.19666958,1810.449557,0.8907,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
235,8,26,0.008419945,0.9974,41.23272252,1884.027779,0.8745,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
236,8,27,0.005649304,0.9982,41.16677761,1957.538098,0.8863,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
237,8,28,0.001174382,0.9998,41.16128206,2031.117432,0.8936,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
238,8,29,0.001038961,1,41.19819808,2104.659503,0.8935,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
239,8,30,0.003422226,0.9994,41.16643763,2178.604496,0.8926,11181642,0.001,32,0.9,0.001,0.2,3,"[True, 'all']"
240,9,1,1.44923053,0.5094,42.36352825,43.76177359,0.7174,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
241,9,2,0.780873951,0.73,41.28070831,117.6583805,0.594,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
242,9,3,0.51224897,0.8188,41.3145113,191.4211149,0.7827,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
243,9,4,0.368636475,0.8702,41.30009556,265.3387175,0.8018,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
244,9,5,0.271090916,0.9084,41.3006041,339.0925438,0.8214,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
245,9,6,0.226159563,0.9162,41.31852484,412.9291339,0.8066,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
246,9,7,0.192648662,0.9298,41.32626367,486.7157471,0.8078,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
247,9,8,0.171239948,0.9404,41.31131005,560.4703491,0.8512,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
248,9,9,0.12202887,0.9562,41.34536886,634.3875456,0.7987,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
249,9,10,0.09175331,0.969,41.30633712,708.0523467,0.8706,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
250,9,11,0.117761131,0.9564,41.27353644,781.8679416,0.8609,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
251,9,12,0.091178901,0.9694,41.30723834,855.8597345,0.8577,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
252,9,13,0.046289615,0.9828,41.24628568,929.6941428,0.8626,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
253,9,14,0.050310131,0.982,41.26284814,1003.414238,0.8708,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
254,9,15,0.02507561,0.9918,41.28921986,1077.21155,0.872,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
255,9,16,0.029664632,0.992,41.24335933,1150.855011,0.8822,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
256,9,17,0.025165301,0.9916,41.28433657,1224.882218,0.8854,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
257,9,18,0.026562297,0.9906,41.24211693,1298.79898,0.8559,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
258,9,19,0.016001547,0.9948,41.30185843,1373.002252,0.8887,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
259,9,20,0.019204925,0.9924,41.31538796,1446.736818,0.8776,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
260,9,21,0.01529768,0.9952,41.30057287,1520.494646,0.8805,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
261,9,22,0.006947321,0.9982,41.15828109,1594.145813,0.8803,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
262,9,23,0.00637616,0.998,41.23536301,1667.931473,0.8846,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
263,9,24,0.015068912,0.994,41.22946024,1741.719887,0.8816,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
264,9,25,0.013317302,0.9952,41.20959544,1815.401437,0.8832,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
265,9,26,0.014590731,0.9954,41.18283987,1889.080373,0.8849,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
266,9,27,0.006176877,0.9978,41.23708916,1962.716837,0.8891,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
267,9,28,0.007597808,0.9978,41.20109773,2036.368215,0.8609,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
268,9,29,0.006057601,0.9982,41.28336191,2110.308475,0.8872,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
269,9,30,0.007270662,0.9972,41.24613643,2184.134007,0.8886,11181642,0.001,32,0.9,0.001,0.2,4,"[True, 'all']"
270,10,1,1.420296188,0.521,42.54539585,44.13816333,0.6569,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
271,10,2,0.857150203,0.7058,41.35589576,118.0761275,0.564,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
272,10,3,0.534393953,0.8198,41.36922383,192.0751173,0.7504,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
273,10,4,0.446183834,0.852,41.39630413,266.1380901,0.7508,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
274,10,5,0.338615745,0.8784,41.35851622,340.3433378,0.7767,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
275,10,6,0.263865696,0.9062,41.37958932,414.6185565,0.8152,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
276,10,7,0.226689811,0.9218,41.26872778,488.6753941,0.7819,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
277,10,8,0.174560732,0.9384,41.36860394,562.7593234,0.8536,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
278,10,9,0.149273784,0.9514,41.40089893,636.9894543,0.8335,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
279,10,10,0.124061959,0.9566,41.41131949,711.2449923,0.8419,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
280,10,11,0.10117856,0.9646,41.37392116,785.3863111,0.8303,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
281,10,12,0.071696941,0.9766,41.39034057,859.4443157,0.8572,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
282,10,13,0.070916818,0.976,41.38209033,933.4811051,0.8647,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
283,10,14,0.06839968,0.9794,41.39803433,1007.587434,0.8813,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
284,10,15,0.059787344,0.9798,41.44080091,1081.816604,0.8697,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
285,10,16,0.04490562,0.9844,41.47610545,1156.123936,0.8682,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
286,10,17,0.048594646,0.9818,41.47843099,1230.478503,0.8635,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
287,10,18,0.03427305,0.9884,41.45260262,1304.760176,0.8637,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
288,10,19,0.036080305,0.9886,41.47582531,1379.193999,0.8684,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
289,10,20,0.02768972,0.993,41.44358134,1453.524354,0.88,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
290,10,21,0.027796718,0.9902,41.42412543,1527.848356,0.882,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
291,10,22,0.01483796,0.9954,41.42205215,1602.181934,0.8773,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
292,10,23,0.007529331,0.9978,41.46960688,1676.429863,0.8753,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
293,10,24,0.007827221,0.998,41.43825841,1750.483925,0.858,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
294,10,25,0.007775669,0.9978,41.43826509,1824.638537,0.8628,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
295,10,26,0.026240369,0.9908,41.4503746,1898.926775,0.8747,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
296,10,27,0.011680636,0.9964,41.41583252,1973.109732,0.8856,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
297,10,28,0.014183146,0.995,41.41124845,2047.274823,0.8711,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
298,10,29,0.005969944,0.998,41.39204311,2121.460195,0.8931,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
299,10,30,0.003772037,0.9992,41.47972488,2195.651467,0.8903,11181642,0.001,32,0.9,0.001,0.2,5,"[True, 'all']"
300,11,1,1.393518976,0.5236,42.1312263,43.69222093,0.765,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
301,11,2,0.750649897,0.7392,41.06733418,116.998359,0.6857,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
302,11,3,0.439370652,0.8506,41.08706832,190.401088,0.6997,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
303,11,4,0.322392628,0.8876,41.11751628,263.8144715,0.7629,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
304,11,5,0.26259523,0.9082,41.08741713,337.2822909,0.7974,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
305,11,6,0.182916197,0.9322,41.1619451,410.8875012,0.8168,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
306,11,7,0.124202327,0.9578,41.09995198,484.2846186,0.838,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
307,11,8,0.101903733,0.9666,41.12013435,557.8135371,0.848,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
308,11,9,0.065171853,0.9782,41.08811688,631.3199692,0.8613,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
309,11,10,0.053897348,0.9808,41.08231616,704.4803495,0.8674,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
310,11,11,0.034513926,0.9904,41.06831717,777.9515011,0.8645,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
311,11,12,0.052111171,0.9818,41.10534406,851.3365481,0.8708,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
312,11,13,0.020040261,0.9938,41.09303808,925.1451232,0.8759,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
313,11,14,0.009491495,0.9974,41.07828903,998.4361768,0.8641,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
314,11,15,0.025275344,0.9916,41.15223312,1071.974759,0.8889,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
315,11,16,0.004639497,0.9994,41.14167166,1145.504837,0.8944,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
316,11,17,0.004863669,0.999,41.11411214,1218.970459,0.8951,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
317,11,18,0.004064274,0.999,41.07898045,1292.28804,0.8857,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
318,11,19,0.004878751,0.9986,41.08310676,1365.61392,0.8951,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
319,11,20,0.001547572,0.9998,41.12023544,1439.046216,0.8935,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
320,11,21,0.000741308,1,41.04293895,1512.3588,0.8976,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
321,11,22,0.003338048,0.9994,41.14789295,1585.643776,0.8921,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
322,11,23,0.000974172,1,41.13792372,1659.181143,0.8952,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
323,11,24,0.002868037,0.999,41.16737652,1732.930413,0.8904,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
324,11,25,0.000750614,1,41.12154388,1806.251872,0.8998,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
325,11,26,0.000523619,1,41.13992023,1879.654951,0.8969,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
326,11,27,0.001011645,0.9996,41.13801885,1953.365773,0.9,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
327,11,28,0.000550645,1,41.16674566,2026.70052,0.8971,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
328,11,29,0.000360458,1,41.14320302,2100.371324,0.8973,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
329,11,30,0.000303072,1,41.13691854,2173.768857,0.8998,11181642,0.001,32,0.9,0.001,0.3,1,"[True, 'all']"
330,12,1,1.483346746,0.4946,42.2620306,43.68226767,0.7676,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
331,12,2,0.75573631,0.7388,41.16658258,117.2059684,0.612,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
332,12,3,0.479108661,0.835,41.18878722,190.7672794,0.7502,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
333,12,4,0.345170584,0.8848,41.25644231,264.4909728,0.7951,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
334,12,5,0.265734596,0.9078,41.14799476,338.1602836,0.7778,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
335,12,6,0.184921407,0.9346,41.25428724,411.7620721,0.8346,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
336,12,7,0.147463771,0.9494,41.18200541,485.3291094,0.7902,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
337,12,8,0.112733643,0.9628,41.20535588,558.7533305,0.8479,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
338,12,9,0.081505214,0.9744,41.19574976,632.1400352,0.8239,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
339,12,10,0.049716996,0.9832,41.20276761,705.6494703,0.8557,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
340,12,11,0.049654567,0.982,41.18125844,779.3198717,0.8529,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
341,12,12,0.047565682,0.9834,41.21466732,852.7780204,0.8734,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
342,12,13,0.037013709,0.9884,41.17118478,926.1760471,0.8885,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
343,12,14,0.029383457,0.9906,41.21684456,999.7994206,0.8853,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
344,12,15,0.018576291,0.9946,41.17492104,1073.430571,0.8829,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
345,12,16,0.029883289,0.9902,41.26563764,1146.904479,0.8529,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
346,12,17,0.048288896,0.987,41.1527946,1220.452058,0.8903,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
347,12,18,0.00888518,0.9976,41.1832037,1294.064848,0.8846,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
348,12,19,0.003771527,0.9992,41.15292764,1367.41577,0.8969,11181642,0.001,32,0.9,0.001,0.3,2,"[True, 'all']"
